epoch, batch, loss, loss_f, f_mae, f_rmse
   91,     5,         0.010582,         0.010582,         0.037822,         0.048912
   92,     1,       0.00099386,       0.00099386,          0.01154,          0.01499
   92,     2,        0.0015953,        0.0015953,         0.010879,         0.018991
   92,     3,        0.0071265,        0.0071265,         0.031212,         0.040139
   92,     4,        0.0062766,        0.0062766,         0.029455,          0.03767
   92,     5,         0.010398,         0.010398,         0.026305,         0.048485
   93,     1,        0.0069774,        0.0069774,         0.021908,         0.039717
   93,     2,        0.0076943,        0.0076943,         0.030905,         0.041708
   93,     3,        0.0072042,        0.0072042,          0.03415,         0.040358
   93,     4,        0.0032724,        0.0032724,         0.019933,           0.0272
   93,     5,         0.013871,         0.013871,         0.030359,         0.055999
   94,     1,         0.010327,         0.010327,         0.026569,         0.048318
   94,     2,        0.0046461,        0.0046461,           0.0239,          0.03241
   94,     3,          0.01044,          0.01044,          0.03727,         0.048583
   94,     4,        0.0053112,        0.0053112,         0.023793,         0.034652
   94,     5,        0.0078389,        0.0078389,         0.030841,         0.042098
   95,     1,        0.0068128,        0.0068128,         0.030646,         0.039246
   95,     2,        0.0081844,        0.0081844,         0.033695,         0.043016
   95,     3,        0.0017404,        0.0017404,         0.014735,         0.019836
   95,     4,        0.0067289,        0.0067289,         0.022701,         0.039003
   95,     5,        0.0036529,        0.0036529,         0.019849,         0.028738
   96,     1,         0.011996,         0.011996,         0.039693,         0.052078
   96,     2,         0.012626,         0.012626,         0.040058,         0.053427
   96,     3,        0.0030174,        0.0030174,          0.02054,         0.026119
   96,     4,        0.0014781,        0.0014781,         0.014277,          0.01828
   96,     5,         0.012591,         0.012591,          0.02581,         0.053353
   97,     1,         0.011143,         0.011143,         0.037424,         0.050191
   97,     2,         0.002878,         0.002878,         0.019034,         0.025508
   97,     3,         0.016753,         0.016753,         0.043949,         0.061543
   97,     4,        0.0040639,        0.0040639,         0.018994,         0.030311
   97,     5,        0.0037414,        0.0037414,         0.020333,         0.029084
   98,     1,         0.011258,         0.011258,         0.041844,         0.050449
   98,     2,        0.0015137,        0.0015137,         0.013086,         0.018499
   98,     3,         0.010992,         0.010992,         0.026715,         0.049851
   98,     4,         0.013461,         0.013461,         0.043101,         0.055166
   98,     5,        0.0032519,        0.0032519,         0.020286,         0.027115
   99,     1,        0.0039554,        0.0039554,         0.024352,         0.029904
   99,     2,        0.0019941,        0.0019941,         0.014832,         0.021233
   99,     3,         0.011272,         0.011272,         0.028553,         0.050481
   99,     4,         0.013741,         0.013741,         0.042129,         0.055737
   99,     5,        0.0022791,        0.0022791,         0.015416,         0.022699
  100,     1,        0.0014417,        0.0014417,         0.013991,         0.018054
  100,     2,        0.0050108,        0.0050108,         0.026589,         0.033658
  100,     3,        0.0077144,        0.0077144,         0.027063,         0.041762
  100,     4,        0.0034159,        0.0034159,         0.020232,          0.02779
  100,     5,        0.0086609,        0.0086609,         0.035132,          0.04425
  101,     1,        0.0066642,        0.0066642,         0.031839,         0.038815
  101,     2,        0.0058653,        0.0058653,         0.024094,         0.036415
  101,     3,        0.0097567,        0.0097567,         0.038072,         0.046966
  101,     4,        0.0073912,        0.0073912,         0.025848,         0.040878
  101,     5,        0.0043834,        0.0043834,         0.023555,          0.03148
  102,     1,        0.0052723,        0.0052723,         0.018132,         0.034525
  102,     2,        0.0071425,        0.0071425,         0.030566,         0.040184
  102,     3,        0.0026825,        0.0026825,         0.018663,         0.024626
  102,     4,         0.010023,         0.010023,         0.029711,         0.047602
  102,     5,         0.010288,         0.010288,         0.037249,         0.048228
  103,     1,        0.0060064,        0.0060064,         0.026231,          0.03685
  103,     2,        0.0092082,        0.0092082,         0.035951,         0.045627
  103,     3,         0.006163,         0.006163,         0.025955,         0.037327
  103,     4,         0.011239,         0.011239,         0.038178,         0.050408
  103,     5,         0.011698,         0.011698,         0.034767,         0.051427
  104,     1,        0.0081242,        0.0081242,         0.029305,         0.042857
  104,     2,        0.0052821,        0.0052821,         0.028161,         0.034557
  104,     3,        0.0020655,        0.0020655,         0.016323,          0.02161
  104,     4,         0.018394,         0.018394,         0.042428,         0.064487
  104,     5,         0.007758,         0.007758,         0.029239,          0.04188
  105,     1,        0.0098207,        0.0098207,         0.027741,          0.04712
  105,     2,         0.006997,         0.006997,         0.029428,         0.039773
  105,     3,         0.011305,         0.011305,         0.039824,         0.050556
  105,     4,        0.0099071,        0.0099071,          0.03865,         0.047327
  105,     5,        0.0032324,        0.0032324,         0.017707,         0.027033
  106,     1,         0.012858,         0.012858,         0.042782,         0.053917
  106,     2,         0.013053,         0.013053,         0.041707,         0.054324
  106,     3,        0.0049938,        0.0049938,         0.026706,           0.0336
  106,     4,        0.0073026,        0.0073026,         0.027537,         0.040632
  106,     5,        0.0035136,        0.0035136,         0.018273,         0.028184
  107,     1,        0.0073714,        0.0073714,          0.03133,         0.040823
  107,     2,        0.0079249,        0.0079249,         0.031066,         0.042328
  107,     3,        0.0099727,        0.0099727,         0.032498,         0.047483
  107,     4,        0.0024077,        0.0024077,         0.017465,         0.023331
  107,     5,        0.0089438,        0.0089438,         0.037124,         0.044967
  108,     1,        0.0043662,        0.0043662,         0.018044,         0.031418
  108,     2,        0.0042206,        0.0042206,         0.024353,          0.03089
  108,     3,        0.0072658,        0.0072658,         0.032016,          0.04053
  108,     4,        0.0025177,        0.0025177,         0.018243,         0.023858
  108,     5,        0.0055974,        0.0055974,         0.024359,         0.035573
  109,     1,        0.0018305,        0.0018305,         0.014497,         0.020343
  109,     2,        0.0063373,        0.0063373,         0.030918,         0.037851
  109,     3,        0.0057276,        0.0057276,         0.021896,         0.035985
  109,     4,        0.0089744,        0.0089744,         0.035151,         0.045044
  109,     5,        0.0061931,        0.0061931,         0.026646,         0.037419
  110,     1,        0.0012492,        0.0012492,         0.012224,         0.016806
  110,     2,        0.0042438,        0.0042438,         0.025314,         0.030975
  110,     3,        0.0034194,        0.0034194,         0.016178,         0.027804
  110,     4,         0.007186,         0.007186,         0.028215,         0.040306
  110,     5,         0.013116,         0.013116,         0.037006,         0.054454
  111,     1,        0.0083236,        0.0083236,         0.030458,          0.04338
  111,     2,        0.0052031,        0.0052031,         0.025374,         0.034297
  111,     3,        0.0087718,        0.0087718,         0.030345,         0.044532
  111,     4,         0.007204,         0.007204,         0.031991,         0.040357
  111,     5,        0.0071123,        0.0071123,          0.02887,         0.040099
  112,     1,         0.017269,         0.017269,         0.044719,         0.062483
  112,     2,        0.0072526,        0.0072526,         0.025529,         0.040493
  112,     3,        0.0055166,        0.0055166,         0.026468,         0.035316
  112,     4,         0.015696,         0.015696,         0.045139,         0.059571
  112,     5,        0.0032259,        0.0032259,          0.02108,         0.027006
  113,     1,        0.0013053,        0.0013053,         0.013898,         0.017179
  113,     2,        0.0081087,        0.0081087,         0.031685,         0.042816
  113,     3,        0.0027125,        0.0027125,         0.018724,         0.024764
  113,     4,          0.01344,          0.01344,         0.037654,         0.055123
  113,     5,         0.010662,         0.010662,         0.027171,         0.049097
  114,     1,        0.0085326,        0.0085326,         0.032158,         0.043921
  114,     2,        0.0037328,        0.0037328,         0.020937,          0.02905
  114,     3,        0.0014184,        0.0014184,         0.013946,         0.017907
  114,     4,         0.003881,         0.003881,         0.023073,         0.029621
  114,     5,        0.0039609,        0.0039609,         0.019843,         0.029925
  115,     1,        0.0042769,        0.0042769,         0.023217,         0.031095
  115,     2,         0.001968,         0.001968,         0.013655,         0.021093
  115,     3,         0.004736,         0.004736,         0.024846,         0.032722
  115,     4,        0.0080628,        0.0080628,         0.025257,         0.042695
  115,     5,        0.0020984,        0.0020984,         0.014266,         0.021781
  116,     1,        0.0044422,        0.0044422,         0.016658,          0.03169
  116,     2,        0.0048795,        0.0048795,         0.021359,         0.033214
  116,     3,        0.0072769,        0.0072769,         0.026841,          0.04056
  116,     4,        0.0040608,        0.0040608,         0.023703,         0.030299
  116,     5,        0.0045818,        0.0045818,         0.026973,         0.032185
  117,     1,        0.0043065,        0.0043065,         0.025775,         0.031203
  117,     2,        0.0025651,        0.0025651,         0.014121,         0.024082
  117,     3,         0.007793,         0.007793,         0.023136,         0.041974
  117,     4,        0.0050017,        0.0050017,         0.023549,         0.033627
  117,     5,        0.0068101,        0.0068101,         0.032204,         0.039238
  118,     1,        0.0039313,        0.0039313,           0.0199,         0.029813
  118,     2,        0.0040195,        0.0040195,         0.023557,         0.030145
  118,     3,        0.0026015,        0.0026015,         0.017749,         0.024252
  118,     4,        0.0046063,        0.0046063,         0.023355,         0.032271
  118,     5,        0.0079831,        0.0079831,         0.030288,         0.042483
  119,     1,        0.0030521,        0.0030521,         0.021553,         0.026268
  119,     2,        0.0095039,        0.0095039,         0.029303,         0.046353
  119,     3,        0.0099729,        0.0099729,         0.031897,         0.047483
  119,     4,        0.0024741,        0.0024741,         0.015487,         0.023651
  119,     5,        0.0042108,        0.0042108,         0.021343,         0.030854
  120,     1,        0.0058136,        0.0058136,          0.02546,         0.036254
  120,     2,        0.0064515,        0.0064515,         0.028375,         0.038191
  120,     3,        0.0072303,        0.0072303,          0.03113,         0.040431
  120,     4,        0.0015186,        0.0015186,         0.015426,         0.018529
  120,     5,        0.0049447,        0.0049447,         0.025944,         0.033435
  121,     1,        0.0054998,        0.0054998,         0.025817,         0.035262
  121,     2,        0.0037544,        0.0037544,         0.021601,         0.029134
  121,     3,        0.0015599,        0.0015599,         0.014469,         0.018779
  121,     4,        0.0085036,        0.0085036,         0.023783,         0.043846
  121,     5,         0.005049,         0.005049,         0.024349,         0.033786
  122,     1,        0.0024074,        0.0024074,         0.016398,         0.023329
  122,     2,         0.005566,         0.005566,         0.021558,         0.035473
  122,     3,        0.0042816,        0.0042816,         0.025507,         0.031113
  122,     4,        0.0031419,        0.0031419,         0.018833,         0.026652
  122,     5,        0.0021188,        0.0021188,         0.018176,         0.021886
  123,     1,         0.001354,         0.001354,         0.012802,         0.017496
  123,     2,        0.0054236,        0.0054236,         0.028217,         0.035017
  123,     3,        0.0017571,        0.0017571,         0.015468,         0.019931
  123,     4,         0.010869,         0.010869,         0.028601,         0.049571
  123,     5,        0.0046225,        0.0046225,         0.024443,         0.032327
  124,     1,        0.0049747,        0.0049747,         0.024764,         0.033536
  124,     2,        0.0027932,        0.0027932,         0.018733,         0.025129
  124,     3,        0.0046404,        0.0046404,         0.024923,          0.03239
  124,     4,        0.0048432,        0.0048432,         0.023054,          0.03309
  124,     5,        0.0056003,        0.0056003,         0.023116,         0.035583
  125,     1,        0.0060188,        0.0060188,         0.028312,         0.036888
  125,     2,         0.013532,         0.013532,         0.042706,         0.055311
  125,     3,        0.0028105,        0.0028105,         0.015559,         0.025207
  125,     4,        0.0092645,        0.0092645,         0.029534,         0.045766
  125,     5,        0.0022398,        0.0022398,         0.016377,         0.022503
  126,     1,         0.012929,         0.012929,         0.041679,         0.054064
  126,     2,        0.0054643,        0.0054643,         0.019274,         0.035148
  126,     3,        0.0072537,        0.0072537,         0.028155,         0.040496
  126,     4,         0.010826,         0.010826,         0.032089,         0.049472
  126,     5,        0.0036249,        0.0036249,         0.022439,         0.028627
  127,     1,        0.0021989,        0.0021989,         0.017555,         0.022296
  127,     2,         0.010071,         0.010071,         0.029611,         0.047715
  127,     3,        0.0042789,        0.0042789,          0.02514,         0.031103
  127,     4,        0.0069813,        0.0069813,         0.026627,         0.039728
  127,     5,        0.0054181,        0.0054181,         0.024209,         0.034999
  128,     1,         0.007026,         0.007026,         0.029079,         0.039855
  128,     2,        0.0044493,        0.0044493,          0.02284,         0.031716
  128,     3,        0.0063894,        0.0063894,         0.024803,         0.038007
  128,     4,        0.0042991,        0.0042991,         0.024362,         0.031176
  128,     5,        0.0046904,        0.0046904,         0.024355,         0.032564
  129,     1,        0.0065185,        0.0065185,         0.029314,         0.038389
  129,     2,        0.0078019,        0.0078019,         0.030268,         0.041998
  129,     3,        0.0013413,        0.0013413,         0.013625,         0.017414
  129,     4,        0.0084994,        0.0084994,         0.028615,         0.043835
  129,     5,        0.0085152,        0.0085152,         0.032782,         0.043876
  130,     1,          0.00242,          0.00242,         0.016959,          0.02339
  130,     2,        0.0039814,        0.0039814,         0.022994,         0.030002
  130,     3,        0.0034525,        0.0034525,         0.021243,         0.027938
  130,     4,        0.0092119,        0.0092119,         0.027968,         0.045636
  130,     5,        0.0034823,        0.0034823,         0.020273,         0.028059
  131,     1,         0.006508,         0.006508,         0.029456,         0.038358
  131,     2,        0.0050175,        0.0050175,         0.018452,          0.03368
  131,     3,        0.0084701,        0.0084701,          0.03146,          0.04376
  131,     4,        0.0044538,        0.0044538,         0.018201,         0.031732
  131,     5,        0.0040995,        0.0040995,         0.018578,         0.030444
  132,     1,        0.0041866,        0.0041866,          0.01883,         0.030765
  132,     2,        0.0036563,        0.0036563,         0.019072,         0.028751
  132,     3,         0.006212,         0.006212,         0.022707,         0.037475
  132,     4,        0.0096258,        0.0096258,         0.035431,          0.04665
  132,     5,         0.015046,         0.015046,         0.038838,         0.058324
  133,     1,        0.0055674,        0.0055674,         0.026665,         0.035478
  133,     2,        0.0086468,        0.0086468,         0.034385,         0.044214
  133,     3,         0.014431,         0.014431,         0.036921,         0.057118
  133,     4,        0.0026287,        0.0026287,         0.019254,         0.024378
  133,     5,         0.010034,         0.010034,         0.032546,         0.047628
  134,     1,        0.0042933,        0.0042933,         0.021411,         0.031155
  134,     2,         0.008555,         0.008555,         0.026118,         0.043979
  134,     3,         0.036997,         0.036997,         0.062303,         0.091457
  134,     4,         0.021227,         0.021227,         0.051565,         0.069276
  134,     5,           0.0121,           0.0121,         0.038397,         0.052302
  135,     1,         0.025381,         0.025381,         0.052068,         0.075751
  135,     2,         0.016898,         0.016898,         0.039908,         0.061808
  135,     3,         0.044834,         0.044834,         0.071195,          0.10068
  135,     4,         0.022546,         0.022546,         0.051527,         0.071395
  135,     5,         0.047778,         0.047778,         0.083155,          0.10393
  136,     1,         0.027861,         0.027861,         0.064006,         0.079366
  136,     2,         0.022206,         0.022206,         0.056125,         0.070854
  136,     3,         0.028881,         0.028881,         0.056699,         0.080805
  136,     4,         0.014729,         0.014729,         0.035369,         0.057705
  136,     5,         0.016101,         0.016101,         0.039704,         0.060334
  137,     1,         0.051605,         0.051605,         0.082847,          0.10801
  137,     2,         0.073524,         0.073524,          0.09516,          0.12893
  137,     3,         0.013419,         0.013419,          0.03834,          0.05508
  137,     4,        0.0089574,        0.0089574,         0.034279,         0.045001
  137,     5,         0.023036,         0.023036,         0.050331,         0.072166
  138,     1,         0.012073,         0.012073,         0.040523,         0.052243
  138,     2,        0.0046658,        0.0046658,         0.024319,         0.032478
  138,     3,         0.015344,         0.015344,         0.042368,         0.058899
  138,     4,          0.11378,          0.11378,           0.1108,          0.16038
  138,     5,          0.10584,          0.10584,         0.090912,          0.15469
  139,     1,         0.022909,         0.022909,         0.055829,         0.071967
  139,     2,         0.018904,         0.018904,         0.052157,         0.065375
  139,     3,         0.027228,         0.027228,         0.059223,         0.078458
  139,     4,         0.019972,         0.019972,         0.045464,         0.067197
  139,     5,         0.032763,         0.032763,         0.067865,         0.086064
  140,     1,          0.01086,          0.01086,         0.038681,         0.049551
  140,     2,         0.013568,         0.013568,         0.040294,         0.055384
  140,     3,         0.026867,         0.026867,          0.06195,         0.077936
  140,     4,         0.014411,         0.014411,         0.044192,         0.057079
  140,     5,        0.0081433,        0.0081433,         0.033675,         0.042907
  141,     1,         0.016916,         0.016916,         0.045165,         0.061842
  141,     2,         0.010217,         0.010217,         0.034748,         0.048061
  141,     3,         0.011748,         0.011748,          0.03499,         0.051536
  141,     4,         0.017369,         0.017369,         0.047262,         0.062665
  141,     5,         0.011408,         0.011408,         0.035915,         0.050785
  142,     1,         0.010153,         0.010153,         0.039197,         0.047909
  142,     2,        0.0059363,        0.0059363,         0.029273,         0.036634
  142,     3,         0.016787,         0.016787,         0.045978,         0.061606
  142,     4,         0.043568,         0.043568,         0.062723,         0.099246
  142,     5,         0.010859,         0.010859,         0.031187,         0.049548
  143,     1,        0.0071729,        0.0071729,         0.025873,          0.04027
  143,     2,        0.0082871,        0.0082871,         0.033185,         0.043285
  143,     3,         0.014509,         0.014509,          0.04326,         0.057274
  143,     4,         0.050008,         0.050008,         0.074784,          0.10633
  143,     5,          0.01866,          0.01866,         0.041757,         0.064952
  144,     1,         0.010183,         0.010183,         0.030832,         0.047981
  144,     2,        0.0075397,        0.0075397,         0.028983,         0.041286
  144,     3,         0.019721,         0.019721,         0.043387,         0.066773
  144,     4,         0.034552,         0.034552,          0.06165,         0.088383
  144,     5,         0.023254,         0.023254,          0.06105,         0.072507
  145,     1,        0.0095317,        0.0095317,         0.035861,         0.046421
  145,     2,        0.0061594,        0.0061594,         0.028803,         0.037316
  145,     3,         0.022038,         0.022038,         0.050027,         0.070586
  145,     4,        0.0092906,        0.0092906,         0.034043,          0.04583
  145,     5,         0.017774,         0.017774,         0.039078,         0.063391
  146,     1,        0.0015923,        0.0015923,         0.014766,         0.018973
  146,     2,         0.060453,         0.060453,         0.080687,          0.11691
  146,     3,        0.0023265,        0.0023265,         0.018251,         0.022934
  146,     4,        0.0021777,        0.0021777,         0.015754,         0.022189
  146,     5,         0.012429,         0.012429,         0.040855,         0.053009
  147,     1,         0.025729,         0.025729,         0.049145,         0.076268
  147,     2,         0.010504,         0.010504,          0.03203,         0.048731
  147,     3,        0.0031182,        0.0031182,         0.022359,         0.026551
  147,     4,         0.048884,         0.048884,         0.065282,          0.10513
  147,     5,         0.010704,         0.010704,         0.036419,         0.049193
  148,     1,        0.0024456,        0.0024456,           0.0162,         0.023514
  148,     2,        0.0034186,        0.0034186,         0.019125,         0.027801
  148,     3,        0.0077663,        0.0077663,         0.027365,         0.041902
  148,     4,         0.026398,         0.026398,         0.054465,         0.077254
  148,     5,          0.02099,          0.02099,         0.049198,         0.068887
  149,     1,        0.0021101,        0.0021101,         0.013081,         0.021841
  149,     2,       0.00097716,       0.00097716,         0.012055,         0.014863
  149,     3,        0.0071705,        0.0071705,          0.02913,         0.040263
  149,     4,        0.0091057,        0.0091057,         0.038611,         0.045372
  149,     5,        0.0033161,        0.0033161,         0.019213,         0.027381
  150,     1,        0.0051623,        0.0051623,         0.020912,         0.034163
  150,     2,          0.00798,          0.00798,         0.034075,         0.042475
  150,     3,        0.0035967,        0.0035967,         0.019301,         0.028516
  150,     4,        0.0060634,        0.0060634,         0.021905,         0.037024
  150,     5,         0.011482,         0.011482,         0.038468,         0.050949
  151,     1,         0.001879,         0.001879,         0.014928,         0.020611
  151,     2,        0.0051037,        0.0051037,         0.026173,         0.033968
  151,     3,        0.0082125,        0.0082125,         0.025221,         0.043089
  151,     4,        0.0050398,        0.0050398,         0.024744,         0.033755
  151,     5,        0.0081272,        0.0081272,         0.036505,         0.042865
  152,     1,        0.0033335,        0.0033335,         0.018239,         0.027453
  152,     2,        0.0086241,        0.0086241,         0.028307,         0.044156
  152,     3,        0.0071803,        0.0071803,          0.02312,         0.040291
  152,     4,        0.0067788,        0.0067788,         0.030445,         0.039148
  152,     5,         0.023312,         0.023312,         0.046109,         0.072597
  153,     1,        0.0064437,        0.0064437,         0.019563,         0.038168
  153,     2,        0.0062713,        0.0062713,         0.026136,         0.037654
  153,     3,        0.0067129,        0.0067129,         0.029856,         0.038957
  153,     4,         0.014598,         0.014598,         0.034896,         0.057449
  153,     5,         0.018532,         0.018532,         0.048317,         0.064728
  154,     1,         0.010519,         0.010519,         0.036314,         0.048767
  154,     2,        0.0062177,        0.0062177,         0.024613,         0.037493
  154,     3,         0.009214,         0.009214,          0.03151,         0.045641
  154,     4,         0.018539,         0.018539,         0.050796,         0.064741
  154,     5,         0.018099,         0.018099,         0.045092,         0.063967
  155,     1,        0.0083319,        0.0083319,         0.032996,         0.043401
  155,     2,         0.006942,         0.006942,         0.028653,         0.039616
  155,     3,        0.0080744,        0.0080744,         0.032694,         0.042725
  155,     4,         0.010725,         0.010725,         0.030125,         0.049242
  155,     5,        0.0065998,        0.0065998,         0.028301,         0.038628
  156,     1,         0.012422,         0.012422,         0.042076,         0.052994
  156,     2,        0.0068005,        0.0068005,         0.029832,          0.03921
  156,     3,         0.016168,         0.016168,         0.044252,         0.060458
  156,     4,        0.0064793,        0.0064793,         0.023193,         0.038273
  156,     5,         0.014299,         0.014299,         0.040463,         0.056857
  157,     1,        0.0057018,        0.0057018,         0.029568,         0.035904
  157,     2,         0.018972,         0.018972,         0.048617,         0.065492
  157,     3,         0.015047,         0.015047,         0.045467,         0.058325
  157,     4,         0.015382,         0.015382,         0.034088,          0.05897
  157,     5,        0.0070979,        0.0070979,         0.025658,         0.040059
  158,     1,        0.0076727,        0.0076727,         0.027992,         0.041649
  158,     2,         0.014169,         0.014169,            0.042,         0.056597
  158,     3,        0.0095954,        0.0095954,         0.028129,         0.046576
  158,     4,         0.007995,         0.007995,         0.029118,         0.042515
  158,     5,         0.014973,         0.014973,         0.043663,         0.058182
  159,     1,         0.007001,         0.007001,         0.022607,         0.039784
  159,     2,        0.0042687,        0.0042687,          0.02111,         0.031065
  159,     3,        0.0063386,        0.0063386,         0.026521,         0.037856
  159,     4,         0.009942,         0.009942,         0.037385,          0.04741
  159,     5,          0.01188,          0.01188,         0.041268,         0.051824
  160,     1,        0.0016257,        0.0016257,          0.01195,         0.019171
  160,     2,        0.0020375,        0.0020375,         0.011996,         0.021462
  160,     3,        0.0040043,        0.0040043,         0.021367,         0.030088
  160,     4,        0.0079608,        0.0079608,          0.03236,         0.042424
  160,     5,        0.0061137,        0.0061137,         0.019528,         0.037178
  161,     1,        0.0053582,        0.0053582,         0.027612,         0.034805
  161,     2,        0.0036854,        0.0036854,          0.01774,         0.028865
  161,     3,        0.0010287,        0.0010287,         0.011089,          0.01525
  161,     4,        0.0062341,        0.0062341,         0.019061,         0.037542
  161,     5,        0.0056504,        0.0056504,         0.025955,         0.035741
  162,     1,        0.0038965,        0.0038965,         0.022966,          0.02968
  162,     2,        0.0021074,        0.0021074,          0.01503,         0.021828
  162,     3,        0.0048772,        0.0048772,         0.019757,         0.033206
  162,     4,        0.0033152,        0.0033152,         0.019735,         0.027377
  162,     5,        0.0095877,        0.0095877,         0.036962,         0.046557
  163,     1,        0.0025486,        0.0025486,         0.018441,         0.024004
  163,     2,        0.0021211,        0.0021211,         0.015669,         0.021899
  163,     3,         0.012137,         0.012137,         0.036384,         0.052383
  163,     4,        0.0075994,        0.0075994,         0.026495,          0.04145
  163,     5,        0.0042273,        0.0042273,           0.0224,         0.030914
  164,     1,        0.0030054,        0.0030054,         0.019738,         0.026066
  164,     2,        0.0044908,        0.0044908,         0.024068,         0.031864
  164,     3,          0.00701,          0.00701,         0.023408,          0.03981
  164,     4,         0.002359,         0.002359,          0.01612,         0.023094
  164,     5,        0.0011712,        0.0011712,         0.012078,         0.016273
  165,     1,        0.0047079,        0.0047079,         0.020288,         0.032624
  165,     2,        0.0049496,        0.0049496,         0.021517,         0.033451
  165,     3,        0.0082614,        0.0082614,          0.03268,         0.043217
  165,     4,         0.018411,         0.018411,         0.047513,         0.064516
  165,     5,        0.0012004,        0.0012004,         0.012863,         0.016474
  166,     1,        0.0045036,        0.0045036,         0.025374,         0.031909
  166,     2,        0.0072096,        0.0072096,         0.030132,         0.040373
  166,     3,        0.0028119,        0.0028119,         0.015467,         0.025214
  166,     4,        0.0020814,        0.0020814,         0.014216,         0.021693
  166,     5,        0.0065459,        0.0065459,         0.021225,          0.03847
  167,     1,       0.00087688,       0.00087688,        0.0097698,          0.01408
  167,     2,        0.0047593,        0.0047593,          0.01831,         0.032802
  167,     3,          0.01334,          0.01334,          0.03609,         0.054918
  167,     4,        0.0068356,        0.0068356,         0.025768,         0.039312
  167,     5,        0.0069357,        0.0069357,         0.033769,         0.039598
  168,     1,         0.005146,         0.005146,         0.020488,         0.034109
  168,     2,        0.0042421,        0.0042421,         0.021957,         0.030969
  168,     3,        0.0084437,        0.0084437,         0.031383,         0.043691
  168,     4,        0.0024885,        0.0024885,         0.017342,         0.023719
  168,     5,        0.0042436,        0.0042436,         0.021925,         0.030974
  169,     1,        0.0029582,        0.0029582,         0.018071,         0.025861
  169,     2,        0.0047552,        0.0047552,          0.02256,         0.032788
  169,     3,        0.0069536,        0.0069536,         0.028762,         0.039649
  169,     4,        0.0041382,        0.0041382,         0.019519,         0.030587
  169,     5,        0.0084198,        0.0084198,         0.025921,          0.04363
  170,     1,        0.0052943,        0.0052943,         0.025411,         0.034597
  170,     2,        0.0012142,        0.0012142,         0.013981,         0.016568
  170,     3,        0.0064593,        0.0064593,         0.029277,         0.038214
  170,     4,        0.0040664,        0.0040664,         0.018589,         0.030321
  170,     5,         0.004705,         0.004705,         0.019209,         0.032615
  171,     1,        0.0052866,        0.0052866,          0.02015,         0.034571
  171,     2,        0.0031878,        0.0031878,         0.020277,         0.026846
  171,     3,         0.022642,         0.022642,         0.034975,         0.071546
  171,     4,        0.0052924,        0.0052924,         0.020915,         0.034591
  171,     5,        0.0037839,        0.0037839,         0.023567,         0.029248
  172,     1,        0.0036704,        0.0036704,         0.022026,         0.028806
  172,     2,        0.0039587,        0.0039587,         0.022354,         0.029916
  172,     3,        0.0038395,        0.0038395,         0.022099,         0.029463
  172,     4,        0.0053494,        0.0053494,          0.01657,         0.034776
  172,     5,          0.02709,          0.02709,         0.034826,         0.078259
  173,     1,        0.0057395,        0.0057395,         0.026223,         0.036022
  173,     2,        0.0034038,        0.0034038,          0.01972,          0.02774
  173,     3,         0.006303,         0.006303,         0.022141,         0.037749
  173,     4,        0.0083877,        0.0083877,         0.027815,         0.043546
  173,     5,        0.0033645,        0.0033645,         0.019289,          0.02758
  174,     1,        0.0046714,        0.0046714,         0.025151,         0.032498
  174,     2,         0.023757,         0.023757,         0.037359,         0.073287
  174,     3,        0.0062479,        0.0062479,         0.025179,         0.037584
  174,     4,        0.0044784,        0.0044784,         0.020262,         0.031819
  174,     5,        0.0074317,        0.0074317,         0.033131,          0.04099
  175,     1,        0.0031246,        0.0031246,         0.017938,         0.026579
  175,     2,        0.0047848,        0.0047848,         0.020489,          0.03289
  175,     3,        0.0061738,        0.0061738,         0.023206,          0.03736
  175,     4,        0.0066885,        0.0066885,         0.027042,         0.038886
  175,     5,        0.0083528,        0.0083528,         0.034687,         0.043456
  176,     1,          0.00487,          0.00487,         0.026368,         0.033181
  176,     2,        0.0038799,        0.0038799,         0.021636,         0.029617
  176,     3,        0.0027434,        0.0027434,         0.016844,         0.024904
  176,     4,        0.0057215,        0.0057215,           0.0202,         0.035966
  176,     5,          0.01462,          0.01462,         0.040796,         0.057492
  177,     1,         0.020428,         0.020428,         0.049071,         0.067959
  177,     2,        0.0035728,        0.0035728,         0.022802,         0.028421
  177,     3,         0.006093,         0.006093,         0.023364,         0.037115
  177,     4,         0.002518,         0.002518,         0.016369,         0.023859
  177,     5,        0.0051892,        0.0051892,         0.019993,         0.034252
  178,     1,         0.017566,         0.017566,         0.047311,         0.063018
  178,     2,        0.0024763,        0.0024763,         0.017709,         0.023661
  178,     3,         0.026657,         0.026657,         0.047268,         0.077632
  178,     4,        0.0091231,        0.0091231,         0.031015,         0.045415
  178,     5,         0.004529,         0.004529,         0.023475,         0.031999
  179,     1,        0.0045756,        0.0045756,         0.022603,         0.032163
  179,     2,         0.011808,         0.011808,         0.041931,         0.051668
  179,     3,        0.0067988,        0.0067988,         0.025974,         0.039206
  179,     4,         0.010536,         0.010536,         0.034163,         0.048806
  179,     5,        0.0035716,        0.0035716,         0.020875,         0.028416
  180,     1,        0.0043518,        0.0043518,         0.024684,         0.031366
  180,     2,        0.0088235,        0.0088235,         0.033614,         0.044663
  180,     3,         0.015678,         0.015678,         0.038748,         0.059535
  180,     4,        0.0057731,        0.0057731,         0.025458,         0.036127
  180,     5,          0.00175,          0.00175,         0.014419,          0.01989
